"treated","trump_approval","video_id","vote_pres_2020","vote_pres_2024","partisanship","democratic_party_fav","republican_party_fav","trump_fav","biden_fav"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,85,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat favorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,85,"other_did_not_vote","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Republican","Somewhat unfavorable","Somewhat unfavorable","Very Unfavorable","Very Unfavorable"
1,0,85,"Democrat Joe Biden","other_did_not_vote","Something else","Somewhat favorable","Somewhat favorable","Somewhat Unfavorable","Somewhat Unfavorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,85,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,85,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,85,"other_did_not_vote","Republican Donald Trump","Independent","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Somewhat Unfavorable"
1,1,85,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,85,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Independent","Somewhat unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat unfavorable","Somewhat Favorable","Somewhat Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,86,"other_did_not_vote","Republican Donald Trump","Independent","Very unfavorable","Somewhat unfavorable","Somewhat Unfavorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Somewhat Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","other_did_not_vote","Independent","Somewhat unfavorable","Somewhat unfavorable","Somewhat Favorable","Very Unfavorable"
1,0,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Somewhat favorable","Very Unfavorable","Somewhat Favorable"
1,0,86,"Democrat Joe Biden","Republican Donald Trump","Independent","Very unfavorable","Somewhat unfavorable","Very Unfavorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat unfavorable","Somewhat Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat unfavorable","Somewhat Favorable","Very Unfavorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,86,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,86,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,87,"Republican Donald Trump","other_did_not_vote","Republican","Somewhat unfavorable","Somewhat favorable","Very Unfavorable","Somewhat Unfavorable"
1,1,87,"other_did_not_vote","other_did_not_vote","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,87,"Democrat Joe Biden","Republican Donald Trump","Independent","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,1,87,"other_did_not_vote","other_did_not_vote","Independent","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat favorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","other_did_not_vote","Independent","Somewhat unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Something else","Never heard of/Not sure","Never heard of/Not sure","Somewhat Unfavorable","Somewhat Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Independent","Somewhat unfavorable","Somewhat unfavorable","Very Favorable","Very Unfavorable"
1,0,87,"other_did_not_vote","Democrat Kamala Harris","Democrat","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,87,"Republican Donald Trump","Republican Donald Trump","Something else","Very unfavorable","Somewhat unfavorable","Somewhat Unfavorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","other_did_not_vote","Republican","Never heard of/Not sure","Very favorable","Very Favorable","Somewhat Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,87,"Republican Donald Trump","other_did_not_vote","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat unfavorable","Somewhat unfavorable","Somewhat Unfavorable","Somewhat Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,87,"other_did_not_vote","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,87,"Democrat Joe Biden","Republican Donald Trump","Something else","Somewhat favorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,87,"other_did_not_vote","other_did_not_vote","Independent","Very unfavorable","Somewhat unfavorable","Somewhat Favorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","other_did_not_vote","Republican","Somewhat favorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat favorable","Somewhat favorable","Very Favorable","Somewhat Favorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,87,"other_did_not_vote","other_did_not_vote","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat unfavorable","Somewhat unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Very favorable","Somewhat Favorable","Very Unfavorable"
1,0,87,"other_did_not_vote","other_did_not_vote","Independent","Very unfavorable","Very unfavorable","Very Unfavorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,87,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,87,"other_did_not_vote","other_did_not_vote","Independent","Somewhat unfavorable","Somewhat unfavorable","Somewhat Favorable","Somewhat Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,87,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,88,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Never heard of/Not sure","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,88,"Republican Donald Trump","Republican Donald Trump","Republican","Very favorable","Very favorable","Somewhat Favorable","Very Unfavorable"
1,0,88,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Never heard of/Not sure","Never heard of/Not sure","Very Unfavorable","Somewhat Favorable"
1,1,88,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,88,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,88,"other_did_not_vote","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,88,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
